#interval_tag	giter	x	y	end	mol_length	mol_sites	mapid	x0_loc	x1_loc	x0_site	x1_site
interval_errors	2	11.2467	11.4003	0	3262.02	263	5	1970.23	1981.48	164	165
interval_errors	2	10.7456	10.8988	0	3262.02	263	5	1959.49	1970.23	163	164
interval_errors	2	5.41312	5.4189	0	3262.02	263	5	1954.07	1959.49	162	163
interval_errors	2	10.566	10.1618	0	3262.02	263	5	1943.51	1954.07	160	162
interval_errors	2	3.40667	3.9414	0	3262.02	263	5	1940.1	1943.51	159	160
interval_errors	2	18.3377	18.3115	0	3262.02	263	5	1921.76	1940.1	158	159
interval_errors	2	6.02138	5.9318	0	3262.02	263	5	1915.74	1921.76	157	158
interval_errors	2	10.5854	10.6408	0	3262.02	263	5	1905.16	1915.74	156	157
interval_errors	2	7.33486	7.2427	0	3262.02	263	5	1897.82	1905.16	155	156
interval_errors	2	15.7179	15.8036	0	3262.02	263	5	1882.1	1897.82	154	155
interval_errors	2	28.971	28.9404	0	3262.02	263	5	1853.13	1882.1	153	154
interval_errors	2	2.05543	1.7821	0	3262.02	263	5	1851.08	1853.13	152	153
interval_errors	2	11.3937	11.2151	0	3262.02	263	5	1839.68	1851.08	151	152
interval_errors	2	18.8847	18.7846	0	3262.02	263	5	1820.8	1839.68	150	151
interval_errors	2	15.7648	15.7726	0	3262.02	263	5	1805.03	1820.8	149	150
interval_errors	2	36.856	36.2019	0	3262.02	263	5	1768.18	1805.03	148	149
interval_errors	2	7.75228	7.6758	0	3262.02	263	5	1760.42	1768.18	147	148
interval_errors	2	21.4912	21.2002	0	3262.02	263	5	1738.93	1760.42	146	147
interval_errors	2	23.3517	23.2324	0	3262.02	263	5	1715.58	1738.93	145	146
interval_errors	2	12.2163	12.1361	0	3262.02	263	5	1703.37	1715.58	144	145
interval_errors	2	7.77575	7.6316	0	3262.02	263	5	1695.59	1703.37	143	144
interval_errors	2	10.4731	10.4904	0	3262.02	263	5	1685.12	1695.59	142	143
interval_errors	2	4.28233	4.285	0	3262.02	263	5	1680.83	1685.12	141	142
interval_errors	2	4.78751	4.7796	0	3262.02	263	5	1676.05	1680.83	140	141
interval_errors	2	52.9371	51.2417	0	3262.02	263	5	1623.11	1676.05	139	140
interval_errors	2	40.7505	40.4671	0	3262.02	263	5	1582.36	1623.11	138	139
interval_errors	2	14.5621	14.4801	0	3262.02	263	5	1567.8	1582.36	137	138
interval_errors	2	6.65975	6.7439	0	3262.02	263	5	1561.14	1567.8	136	137
interval_errors	2	3.72101	3.7466	0	3262.02	263	5	1557.42	1561.14	135	136
interval_errors	2	3.17909	3.1723	0	3262.02	263	5	1554.24	1557.42	134	135
interval_errors	2	10.8099	11.3418	0	3262.02	263	5	1543.43	1554.24	133	134
interval_errors	2	16.864	16.3226	0	3262.02	263	5	1526.56	1543.43	131	133
interval_errors	2	7.69308	7.7394	0	3262.02	263	5	1518.87	1526.56	130	131
interval_errors	2	1.91358	1.6632	0	3262.02	263	5	1516.96	1518.87	129	130
interval_errors	2	2.58919	2.8033	0	3262.02	263	5	1514.37	1516.96	128	129
interval_errors	2	21.3871	21.0699	0	3262.02	263	5	1492.98	1514.37	126	128
interval_errors	2	43.3999	42.7186	0	3262.02	263	5	1449.58	1492.98	125	126
interval_errors	2	20.9309	20.876	0	3262.02	263	5	1428.65	1449.58	124	125
interval_errors	2	10.3037	10.2833	0	3262.02	263	5	1418.35	1428.65	123	124
interval_errors	2	5.97342	6.0277	0	3262.02	263	5	1412.37	1418.35	122	123
interval_errors	2	6.36123	6.5744	0	3262.02	263	5	1406.01	1412.37	121	122
interval_errors	2	2.04625	1.7859	0	3262.02	263	5	1403.97	1406.01	120	121
interval_errors	2	2.81168	3.0049	0	3262.02	263	5	1401.15	1403.97	119	120
interval_errors	2	12.4081	12.456	0	3262.02	263	5	1388.75	1401.15	118	119
interval_errors	2	21.1871	21.2578	0	3262.02	263	5	1367.56	1388.75	117	118
interval_errors	2	1.75335	1.4209	0	3262.02	263	5	1365.8	1367.56	116	117
interval_errors	2	12.3908	12.6951	0	3262.02	263	5	1353.41	1365.8	115	116
interval_errors	2	6.40206	6.1874	0	3262.02	263	5	1347.01	1353.41	114	115
interval_errors	2	20.9218	21.0237	0	3262.02	263	5	1326.09	1347.01	113	114
interval_errors	2	34.2821	34.0502	0	3262.02	263	5	1291.81	1326.09	112	113
interval_errors	2	24.5193	24.5782	0	3262.02	263	5	1267.29	1291.81	111	112
interval_errors	2	8.00844	8.0433	0	3262.02	263	5	1259.28	1267.29	110	111
interval_errors	2	22.5118	22.4337	0	3262.02	263	5	1236.77	1259.28	109	110
interval_errors	2	3.84042	4.4914	0	3262.02	263	5	1232.93	1236.77	108	109
interval_errors	2	15.1269	14.3616	0	3262.02	263	5	1217.8	1232.93	106	108
interval_errors	2	2.79127	2.7213	0	3262.02	263	5	1215.01	1217.8	105	106
interval_errors	2	21.0871	21.2017	0	3262.02	263	5	1193.92	1215.01	104	105
interval_errors	2	9.27497	9.2761	0	3262.02	263	5	1184.65	1193.92	103	104
interval_errors	2	26.7839	26.789	0	3262.02	263	5	1157.86	1184.65	102	103
interval_errors	2	3.23011	3.5202	0	3262.02	263	5	1154.63	1157.86	101	102
interval_errors	2	7.71349	7.3583	0	3262.02	263	5	1146.92	1154.63	99	101
interval_errors	2	14.0788	14.1871	0	3262.02	263	5	1132.84	1146.92	98	99
interval_errors	2	3.6312	3.6018	0	3262.02	263	5	1129.21	1132.84	97	98
interval_errors	2	61.0691	60.41	0	3262.02	263	5	1068.14	1129.21	96	97
interval_errors	2	2.00339	1.7146	0	3262.02	263	5	1066.14	1068.14	95	96
interval_errors	2	20.6544	20.6795	0	3262.02	263	5	1045.48	1066.14	94	95
interval_errors	2	3.52506	3.5789	0	3262.02	263	5	1041.96	1045.48	93	94
interval_errors	2	2.87496	2.7624	0	3262.02	263	5	1039.08	1041.96	92	93
interval_errors	2	5.13348	5.2098	0	3262.02	263	5	1033.95	1039.08	91	92
interval_errors	2	3.9884	3.9228	0	3262.02	263	5	1029.96	1033.95	90	91
interval_errors	2	14.9932	15.0454	0	3262.02	263	5	1014.97	1029.96	89	90
interval_errors	2	11.1916	11.5271	0	3262.02	263	5	1003.78	1014.97	88	89
interval_errors	2	8.69733	8.3516	0	3262.02	263	5	995.079	1003.78	86	88
interval_errors	2	21.184	21.2446	0	3262.02	263	5	973.895	995.079	85	86
interval_errors	2	18.7551	18.8748	0	3262.02	263	5	955.14	973.895	84	85
interval_errors	2	14.781	14.7637	0	3262.02	263	5	940.359	955.14	83	84
interval_errors	2	21.6402	21.6178	0	3262.02	263	5	918.719	940.359	82	83
interval_errors	2	9.6036	9.6527	0	3262.02	263	5	909.116	918.719	81	82
interval_errors	2	9.3903	9.3121	0	3262.02	263	5	899.725	909.116	80	81
interval_errors	2	7.05727	7.1532	0	3262.02	263	5	892.668	899.725	79	80
interval_errors	2	5.32229	5.4535	0	3262.02	263	5	887.346	892.668	78	79
interval_errors	2	3.06376	2.9578	0	3262.02	263	5	884.282	887.346	77	78
interval_errors	2	18.3795	18.3045	0	3262.02	263	5	865.902	884.282	76	77
interval_errors	2	4.69872	4.7032	0	3262.02	263	5	861.204	865.902	75	76
interval_errors	2	22.8057	22.6594	0	3262.02	263	5	838.398	861.204	74	75
interval_errors	2	10.4578	10.0741	0	3262.02	263	5	827.94	838.398	73	74
interval_errors	2	1.98399	1.6711	0	3262.02	263	5	825.956	827.94	72	73
interval_errors	2	30.1722	30.1227	0	3262.02	263	5	795.784	825.956	71	72
interval_errors	2	3.3138	3.1378	0	3262.02	263	5	792.47	795.784	70	71
interval_errors	2	8.49525	8.6221	0	3262.02	263	5	783.975	792.47	69	70
interval_errors	2	3.45464	3.3486	0	3262.02	263	5	780.52	783.975	68	69
interval_errors	2	32.2705	31.9408	0	3262.02	263	5	748.25	780.52	67	68
interval_errors	2	3.52608	3.5762	0	3262.02	263	5	744.724	748.25	66	67
interval_errors	2	22.1628	22.1246	0	3262.02	263	5	722.561	744.724	65	66
interval_errors	2	20.4288	20.5188	0	3262.02	263	5	702.132	722.561	64	65
interval_errors	2	13.3215	13.2387	0	3262.02	263	5	688.811	702.132	63	64
interval_errors	2	4.97938	5.0085	0	3262.02	263	5	683.831	688.811	62	63
interval_errors	2	4.69107	4.6843	0	3262.02	263	5	679.14	683.831	61	62
interval_errors	2	2.40396	2.1861	0	3262.02	263	5	676.736	679.14	60	61
interval_errors	2	2.94844	3.1404	0	3262.02	263	5	673.788	676.736	59	60
interval_errors	2	4.81813	4.8687	0	3262.02	263	5	668.97	673.788	58	59
interval_errors	2	8.01558	8.1041	0	3262.02	263	5	660.954	668.97	57	58
interval_errors	2	2.52694	2.2621	0	3262.02	263	5	658.427	660.954	56	57
interval_errors	2	4.22722	4.4794	0	3262.02	263	5	654.2	658.427	55	56
interval_errors	2	10.1874	9.84	0	3262.02	263	5	644.012	654.2	53	55
interval_errors	2	11.3549	11.7705	0	3262.02	263	5	632.658	644.012	52	53
interval_errors	2	11.557	11.641	0	3262.02	263	5	621.101	632.658	51	52
interval_errors	2	23.4926	23.164	0	3262.02	263	5	597.608	621.101	50	51
interval_errors	2	32.4185	32.1101	0	3262.02	263	5	565.189	597.608	49	50
interval_errors	2	7.90434	7.8501	0	3262.02	263	5	557.285	565.189	48	49
interval_errors	2	27.0962	27.0519	0	3262.02	263	5	530.189	557.285	47	48
interval_errors	2	15.0341	15.0404	0	3262.02	263	5	515.155	530.189	46	47
interval_errors	2	11.4478	11.4112	0	3262.02	263	5	503.707	515.155	45	46
interval_errors	2	6.23264	6.1163	0	3262.02	263	5	497.474	503.707	44	45
interval_errors	2	22.075	22.573	0	3262.02	263	5	475.399	497.474	43	44
interval_errors	2	3.68019	3.1572	0	3262.02	263	5	471.719	475.399	41	43
interval_errors	2	15.0096	14.3977	0	3262.02	263	5	456.71	471.719	39	41
interval_errors	2	3.3832	3.10985	0	3262.02	263	5	453.326	456.71	37	39
interval_errors	2	8.17071	8.2894	0	3262.02	263	5	445.156	453.326	36	37
interval_errors	2	5.50191	5.5	0	3262.02	263	5	439.654	445.156	35	36
interval_errors	2	3.03621	2.9306	0	3262.02	263	5	436.618	439.654	34	35
interval_errors	2	7.84311	7.8776	0	3262.02	263	5	428.775	436.618	33	34
interval_errors	2	6.03159	6.081	0	3262.02	263	5	422.743	428.775	32	33
interval_errors	2	5.17839	5.2224	0	3262.02	263	5	417.565	422.743	31	32
interval_errors	2	2.49224	2.5063	0	3262.02	263	5	415.072	417.565	30	31
interval_errors	2	1.99726	1.832	0	3262.02	263	5	413.075	415.072	29	30
interval_errors	2	8.55445	8.6915	0	3262.02	263	5	404.521	413.075	28	29
interval_errors	2	23.416	22.9861	0	3262.02	263	5	381.105	404.521	27	28
interval_errors	2	5.96729	5.8974	0	3262.02	263	5	375.137	381.105	26	27
interval_errors	2	5.15083	5.1389	0	3262.02	263	5	369.986	375.137	25	26
interval_errors	2	3.98024	3.8927	0	3262.02	263	5	366.006	369.986	24	25
interval_errors	2	17.5789	17.429	0	3262.02	263	5	348.427	366.006	23	24
interval_errors	2	2.99385	2.9305	0	3262.02	263	5	345.433	348.427	22	23
interval_errors	2	14.385	14.3475	0	3262.02	263	5	331.048	345.433	21	22
interval_errors	2	3.09642	3.0251	0	3262.02	263	5	327.952	331.048	20	21
interval_errors	2	18.0039	17.8652	0	3262.02	263	5	309.948	327.952	19	20
interval_errors	2	7.31547	7.3012	0	3262.02	263	5	302.633	309.948	18	19
interval_errors	2	33.2977	33.0634	0	3262.02	263	5	269.335	302.633	17	18
interval_errors	2	5.72287	5.6507	0	3262.02	263	5	263.612	269.335	16	17
interval_errors	2	4.85232	4.7738	0	3262.02	263	5	258.76	263.612	15	16
interval_errors	2	4.23181	4.1456	0	3262.02	263	5	254.528	258.76	14	15
interval_errors	2	13.2981	13.5677	0	3262.02	263	5	241.23	254.528	10	14
interval_errors	2	4.34356	4.2827	0	2015.64	179	3	1687.62	1691.96	156	158
interval_errors	2	11.1477	11.2757	0	2015.64	179	3	1676.47	1687.62	155	156
interval_errors	2	2.32283	2.1715	0	2015.64	179	3	1674.15	1676.47	154	155
interval_errors	2	6.43063	6.6648	0	2015.64	179	3	1667.72	1674.15	153	154
interval_errors	2	5.10287	5.1545	0	2015.64	179	3	1662.61	1667.72	152	153
interval_errors	2	19.5501	19.7529	0	2015.64	179	3	1643.06	1662.61	151	152
interval_errors	2	3.47505	3.4075	0	2015.64	179	3	1639.59	1643.06	150	151
interval_errors	2	3.38524	3.3784	0	2015.64	179	3	1636.2	1639.59	149	150
interval_errors	2	20.2625	20.2732	0	2015.64	179	3	1615.94	1636.2	148	149
interval_errors	2	4.34866	4.3851	0	2015.64	179	3	1611.59	1615.94	147	148
interval_errors	2	10.5884	10.6779	0	2015.64	179	3	1601	1611.59	146	147
interval_errors	2	10.7456	10.8064	0	2015.64	179	3	1590.26	1601	145	146
interval_errors	2	8.60547	8.6362	0	2015.64	179	3	1581.65	1590.26	144	145
interval_errors	2	29.6466	29.4283	0	2015.64	179	3	1552.01	1581.65	143	144
interval_errors	2	7.34966	7.4282	0	2015.64	179	3	1544.66	1552.01	142	143
interval_errors	2	26.1772	26.201	0	2015.64	179	3	1518.48	1544.66	141	142
interval_errors	2	10.3282	10.2581	0	2015.64	179	3	1508.15	1518.48	140	141
interval_errors	2	8.06457	8.1592	0	2015.64	179	3	1500.09	1508.15	139	140
interval_errors	2	3.3883	3.5573	0	2015.64	179	3	1496.7	1500.09	138	139
interval_errors	2	1.96664	2.1064	0	2015.64	179	3	1494.73	1496.7	137	138
interval_errors	2	9.36478	8.9601	0	2015.64	179	3	1485.37	1494.73	135	137
interval_errors	2	2.65043	2.493	0	2015.64	179	3	1482.72	1485.37	134	135
interval_errors	2	12.156	12.2627	0	2015.64	179	3	1470.56	1482.72	133	134
interval_errors	2	18.5357	18.3938	0	2015.64	179	3	1452.02	1470.56	131	133
interval_errors	2	32.4803	33.1351	0	2015.64	179	3	1419.54	1452.02	130	131
interval_errors	2	7.56755	7.5879	0	2015.64	179	3	1411.98	1419.54	129	130
interval_errors	2	4.8268	4.9479	0	2015.64	179	3	1407.15	1411.98	128	129
interval_errors	2	23.2905	23.0852	0	2015.64	179	3	1383.86	1407.15	126	128
interval_errors	2	2.87189	2.7039	0	2015.64	179	3	1380.99	1383.86	124	126
interval_errors	2	1.54821	1.7789	0	2015.64	179	3	1379.44	1380.99	123	124
interval_errors	2	2.21464	2.824	0	2015.64	179	3	1377.23	1379.44	122	123
interval_errors	2	2.18862	1.9186	0	2015.64	179	3	1375.04	1377.23	121	122
interval_errors	2	10.7665	10.8364	0	2015.64	179	3	1364.27	1375.04	120	121
interval_errors	2	12.6184	12.3651	0	2015.64	179	3	1351.65	1364.27	118	120
interval_errors	2	40.5219	40.6134	0	2015.64	179	3	1311.13	1351.65	116	118
interval_errors	2	13.6828	13.7842	0	2015.64	179	3	1297.45	1311.13	115	116
interval_errors	2	4.03126	4.078	0	2015.64	179	3	1293.42	1297.45	114	115
interval_errors	2	11.5131	11.6311	0	2015.64	179	3	1281.9	1293.42	113	114
interval_errors	2	3.53118	3.4961	0	2015.64	179	3	1278.37	1281.9	112	113
interval_errors	2	5.47538	5.6271	0	2015.64	179	3	1272.9	1278.37	111	112
interval_errors	2	5.21513	5.2232	0	2015.64	179	3	1267.68	1272.9	110	111
interval_errors	2	8.05028	8.168	0	2015.64	179	3	1259.63	1267.68	109	110
interval_errors	2	7.73901	7.902	0	2015.64	179	3	1251.89	1259.63	108	109
interval_errors	2	10.5609	10.7915	0	2015.64	179	3	1241.33	1251.89	107	108
interval_errors	2	29.9579	30.4156	0	2015.64	179	3	1211.37	1241.33	106	107
interval_errors	2	22.0464	22.4623	0	2015.64	179	3	1189.33	1211.37	105	106
interval_errors	2	15.0228	15.1487	0	2015.64	179	3	1174.3	1189.33	104	105
interval_errors	2	3.01528	3.3699	0	2015.64	179	3	1171.29	1174.3	103	104
interval_errors	2	1.80182	1.5682	0	2015.64	179	3	1169.49	1171.29	102	103
interval_errors	2	82.2827	79.5964	0	2015.64	179	3	1087.2	1169.49	101	102
interval_errors	2	16.2822	16.7084	0	2015.64	179	3	1070.92	1087.2	100	101
interval_errors	2	1.95236	1.6874	0	2015.64	179	3	1068.97	1070.92	99	100
interval_errors	2	9.66585	9.8708	0	2015.64	179	3	1059.3	1068.97	98	99
interval_errors	2	6.37858	6.4219	0	2015.64	179	3	1052.92	1059.3	97	98
interval_errors	2	12.9766	13.1366	0	2015.64	179	3	1039.95	1052.92	96	97
interval_errors	2	4.96611	4.6238	0	2015.64	179	3	1034.98	1039.95	94	96
interval_errors	2	7.65124	8.2048	0	2015.64	179	3	1027.33	1034.98	93	94
interval_errors	2	5.35291	5.3477	0	2015.64	179	3	1021.98	1027.33	92	93
interval_errors	2	21.1641	21.3033	0	2015.64	179	3	1000.81	1021.98	91	92
interval_errors	2	21.4856	21.5317	0	2015.64	179	3	979.328	1000.81	90	91
interval_errors	2	16.0404	16.1608	0	2015.64	179	3	963.288	979.328	89	90
interval_errors	2	3.40974	3.5467	0	2015.64	179	3	959.878	963.288	88	89
interval_errors	2	3.13877	3.0713	0	2015.64	179	3	956.739	959.878	87	88
interval_errors	2	20.2181	20.6198	0	2015.64	179	3	936.521	956.739	86	87
interval_errors	2	15.428	15.7402	0	2015.64	179	3	921.093	936.521	85	86
interval_errors	2	2.86934	2.9774	0	2015.64	179	3	918.224	921.093	84	85
interval_errors	2	30.6749	30.4517	0	2015.64	179	3	887.549	918.224	82	84
interval_errors	2	5.0896	5.1048	0	2015.64	179	3	882.459	887.549	81	82
interval_errors	2	46.2473	45.623	0	2015.64	179	3	836.212	882.459	80	81
interval_errors	2	4.29355	4.2699	0	2015.64	179	3	831.918	836.212	79	80
interval_errors	2	2.64226	2.5089	0	2015.64	179	3	829.276	831.918	78	79
interval_errors	2	16.7517	17.1633	0	2015.64	179	3	812.524	829.276	77	78
interval_errors	2	18.2739	18.6303	0	2015.64	179	3	794.251	812.524	76	77
interval_errors	2	27.5131	27.5232	0	2015.64	179	3	766.737	794.251	75	76
interval_errors	2	16.1424	16.451	0	2015.64	179	3	750.595	766.737	74	75
interval_errors	2	10.7875	10.912	0	2015.64	179	3	739.808	750.595	73	74
interval_errors	2	7.62879	8.3778	0	2015.64	179	3	732.179	739.808	72	73
interval_errors	2	19.5052	18.8958	0	2015.64	179	3	712.674	732.179	70	72
interval_errors	2	17.9856	18.471	0	2015.64	179	3	694.688	712.674	69	70
interval_errors	2	1.56454	1.6122	0	2015.64	179	3	693.123	694.688	68	69
interval_errors	2	4.07413	3.4016	0	2015.64	179	3	689.049	693.123	66	68
interval_errors	2	15.6699	15.5199	0	2015.64	179	3	673.379	689.049	64	66
interval_errors	2	2.68819	3.0192	0	2015.64	179	3	670.691	673.379	63	64
interval_errors	2	20.1175	20.5683	0	2015.64	179	3	650.574	670.691	62	63
interval_errors	2	2.37896	2.0796	0	2015.64	179	3	648.195	650.574	61	62
interval_errors	2	19.7154	20.0822	0	2015.64	179	3	628.479	648.195	60	61
interval_errors	2	6.21835	6.3201	0	2015.64	179	3	622.261	628.479	59	60
interval_errors	2	31.994	31.9417	0	2015.64	179	3	590.267	622.261	58	59
interval_errors	2	8.82082	8.9454	0	2015.64	179	3	581.446	590.267	57	58
interval_errors	2	15.6132	15.8062	0	2015.64	179	3	565.833	581.446	56	57
interval_errors	2	10.9727	11.0306	0	2015.64	179	3	554.86	565.833	55	56
interval_errors	2	3.00967	3.0074	0	2015.64	179	3	551.851	554.86	54	55
interval_errors	2	11.0957	11.2277	0	2015.64	179	3	540.755	551.851	53	54
interval_errors	2	13.9594	14.0737	0	2015.64	179	3	526.795	540.755	52	53
interval_errors	2	43.5948	44.1753	0	2015.64	179	3	483.201	526.795	51	52
interval_errors	2	20.7595	20.6018	0	2015.64	179	3	462.441	483.201	49	51
interval_errors	2	9.98121	10.5754	0	2015.64	179	3	452.46	462.441	48	49
interval_errors	2	3.49036	3.2805	0	2015.64	179	3	448.97	452.46	47	48
